permalink,name,category_list,status,country_code,founded_at,company_permalink,funding_round_type,funded_at,raised_amount_usd,main_sector
wonga,Wonga,Credit,operating,GBR,01-10-2007,wonga,venture,01-06-2007,6000000.0,"Social, Finance, Analytics, Advertising"
workangel,WorkAngel,Application Platforms,operating,GBR,01-01-2013,workangel,venture,19-01-2015,5000000.0,"News, Search and Messaging"
wunderloop,wunderloop,Advertising,acquired,GBR,01-01-1999,wunderloop,venture,01-01-2007,10000000.0,"Social, Finance, Analytics, Advertising"
xconnect,XConnect Global Networks,Messaging,operating,GBR,01-01-2005,xconnect,venture,16-09-2009,10000000.0,"News, Search and Messaging"
xconnect,XConnect Global Networks,Messaging,operating,GBR,01-01-2005,xconnect,venture,24-04-2007,12000000.0,"News, Search and Messaging"
xenetic-biosciences,Xenetic Biosciences,Biotechnology,operating,GBR,,xenetic-biosciences,venture,31-01-2014,10000000.0,Cleantech / Semiconductors
xention,Xention,Biotechnology,operating,GBR,,xention,venture,10-09-2003,6351289.0,Cleantech / Semiconductors
xention,Xention,Biotechnology,operating,GBR,,xention,venture,24-11-2010,12700000.0,Cleantech / Semiconductors
xercise4less,Xercise4less,Health and Wellness,operating,GBR,01-01-2009,xercise4less,venture,27-08-2013,7781818.0,Health
xercise4less,Xercise4less,Health and Wellness,operating,GBR,01-01-2009,xercise4less,venture,12-01-2015,7586217.0,Health
xmos,XMOS,Semiconductors,operating,GBR,01-01-2005,xmos,venture,03-12-2013,14000000.0,Cleantech / Semiconductors
xo1,XO1,Biotechnology,operating,GBR,01-04-2013,xo1,venture,17-06-2013,11000000.0,Cleantech / Semiconductors
yasa-motors,YASA Motors,Automotive,operating,GBR,,yasa-motors,venture,20-01-2014,7576257.0,Automotive & Sports
yd-world,Yieldr,Advertising,operating,GBR,06-02-2008,yd-world,venture,16-09-2013,5918360.0,"Social, Finance, Analytics, Advertising"
yieldify,Yieldify,Algorithms,operating,GBR,01-06-2013,yieldify,venture,25-06-2015,11500000.0,Others
yoyo,Yoyo Wallet,Loyalty Programs,operating,GBR,01-05-2013,yoyo,venture,15-04-2015,10000000.0,Others
yplan,YPlan,Entertainment,operating,GBR,02-02-2012,yplan,venture,04-06-2013,12000000.0,Entertainment
zbd-displays,ZBD Displays,Software,operating,GBR,01-01-1991,zbd-displays,venture,30-08-2006,5430000.0,Others
zesty,Zesty,Curated Web,operating,GBR,01-05-2013,zesty,venture,10-05-2015,7200000.0,"News, Search and Messaging"
zeus,Zeus,Software,acquired,GBR,01-01-1995,zeus,venture,08-03-2005,5755911.0,Others
zeus,Zeus,Software,acquired,GBR,01-01-1995,zeus,venture,19-11-2001,5100000.0,Others
ziarco-pharma,Ziarco Pharma,Biotechnology,operating,GBR,,ziarco-pharma,venture,05-11-2012,6000000.0,Cleantech / Semiconductors
zinwave,Zinwave,Mobile,acquired,GBR,01-01-2005,zinwave,venture,06-03-2008,9961962.0,"News, Search and Messaging"
zinwave,Zinwave,Mobile,acquired,GBR,01-01-2005,zinwave,venture,03-08-2005,7640000.0,"News, Search and Messaging"
zoopla,Zoopla,Property Management,ipo,GBR,01-06-2007,zoopla,venture,23-12-2010,5005659.0,"Social, Finance, Analytics, Advertising"
zoopla,Zoopla,Property Management,ipo,GBR,01-06-2007,zoopla,venture,19-01-2009,5440000.0,"Social, Finance, Analytics, Advertising"
zopa,Zopa,Finance,operating,GBR,01-03-2005,zopa,venture,20-03-2007,12900000.0,"Social, Finance, Analytics, Advertising"
zopa,Zopa,Finance,operating,GBR,01-03-2005,zopa,venture,01-03-2006,15000000.0,"Social, Finance, Analytics, Advertising"
zopa,Zopa,Finance,operating,GBR,01-03-2005,zopa,venture,01-07-2006,5000000.0,"Social, Finance, Analytics, Advertising"
zynstra,Zynstra,Software,operating,GBR,30-11-2011,zynstra,venture,09-07-2014,8400000.0,Others
